Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
Stenon kai Ekvolon Acheronta kai Kalama kai Elous Kalodikiou,GRC,GRC,Yellow,light,implemented,Perioches Prostasias tis Fysis Zone A,"mpa, primary conservation",192.9932845742188,,392914,392914,3187,1435,12004.0,,2009-09-17,2009-09-17,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Barasole,ERI,ERI,Yellow,unknown,proposed/committed,Protected seascape,"mpa, primary conservation",189.8007262734375,,555721462,555721462,4087,3480,68820256.0,,,,unknown,unknown,published,,proposed
Tam Giang-Cau Hai,VNM,VNM,Yellow,unknown,proposed/committed,Wetland Protected Area,"mpa, primary conservation",189.481403078125,,303051,303051,4239,2494,3774.0,,,,unknown,unknown,published,,proposed
Ethniko Parko Ygrotopon Amvrakikou,GRC,GRC,Yellow,light,actively managed,Zone A,unknown,186.07492762890624,,349976,349976,3146,201,11607.0,,2008-03-21,2008-03-21,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Ethniko Parko Ygrotopon Amvrakikou,GRC,GRC,Yellow,minimal,actively managed,Zone A1,unknown,186.07492762890624,,349976,349976,3251,201,11607.0,,2008-03-21,2008-03-21,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Glacier Bay,USA,USA,Yellow,light,actively managed,National Park and Preserve,unknown,185.5526651640625,,,,787,109,68819717.0,1980-01-01,1980-01-01,1980-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Los Jardines Submarinos de Vega Baja y Manatí,PRI,USA,Yellow,unknown,designated,Reserva Natural,"mpa, primary conservation",182.306651625,,,,6034,3610,,,2024-08-05,,yes,no,published,,designated_implemented
Hook Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",170.0997845078125,,555527825,555527825,6234,3760,,2002-01-01,2017-09-21,2024-03-22,yes,no,published,,designated_implemented
Browns Bank Corals,ZAF,ZAF,Yellow,light,implemented,Zone,"mpa, multiple-objective",168.66256407421875,,,,5571,479,68821513.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
South Prata Sea,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",162.834444953125,,,,6007,3594,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Blacksod Bay/Broad Haven SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,162.177841046875,,555539894,555539894,6375,3826,,,,,yes,no,published,,designated_implemented
Saltee Islands SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",158.243997890625,,555527813,555527813,6237,3763,,2002-01-01,2019-07-05,2019-07-05,yes,no,published,,designated_implemented
Pedra do Valado,PRT,PRT,Yellow,minimal,implemented,Marine Park,"mpa, multiple-objective",156.25116690625,,None,None,4282,141,68821400.0,2021-02-05,2024-01-05,,yes,yes,published,,designated_implemented
Ae’a Savai’i,WSM,WSM,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",151.99019390625,,,,6045,3619,,2024-10-01,2025-05-01,,yes,no,published,,designated_implemented
Lamsanak,TLS,TLS,Yellow,unknown,proposed/committed,Protected Area,"mpa, primary conservation",150.34342443359375,,555547930,555547930,4124,753,14550.0,,,,unknown,unknown,published,,proposed
Tsinjoriake,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",148.05961853515626,,555697912,555697912,4077,2751,68818988.0,,,,unknown,unknown,published,,proposed
Smith and Minor Islands,USA,USA,Yellow,minimal,actively managed,Aquatic Reserve,unknown,147.86188621875,,None,None,2426,3373,68808240.0,2008-01-01,2010-10-14,,yes,unknown,published,Sullivan-Stack et al. (2022),designated_implemented
Dry Tortugas,USA,USA,Yellow,light,actively managed,National Park,"mpa, primary conservation",145.794153921875,,None,None,709,103,8706.0,,1992-01-01,1992-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Flower Garden Banks,USA,USA,Yellow,light,actively managed,National Marine Sanctuary,"mpa, primary conservation",145.67873422265626,,,,2748,175,8696.0,,1992-01-17,,yes,yes,published,,designated_implemented
Inishmore Island SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,144.940677109375,,555527691,555527691,6472,3906,,,,,yes,no,published,,designated_implemented
Galway Bay Complex SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,143.9116942890625,,555787964,555787964,6439,3879,,,,,yes,no,published,,designated_implemented
Tetepare,SLB,SLB,Yellow,unknown,proposed/committed,Community Conserved Area,"mpa, primary conservation",141.760507984375,,555547868,555547868,4121,3324,14515.0,,,,unknown,unknown,published,,proposed
Sebkha Bou Areg,MAR,MAR,Yellow,unknown,proposed/committed,Nature Reserve,"mpa, primary conservation",141.57473672265624,,902715,902715,4097,3189,7401.0,,,,unknown,unknown,published,,proposed
San Miguel del Junco,CUB,CUB,Yellow,unknown,proposed/committed,Reserva Florística Manejada,"mpa, primary conservation",140.5608573125,,302993,302993,4237,3363,3758.0,,,,unknown,unknown,published,,proposed
Mullet/Blacksod Bay Complex SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",140.52104144921876,,555527744,555527744,5859,3500,12902.0,1999-08-01,2022-11-11,2022-11-11,yes,no,published,,designated_implemented
American Samoa,ASM,USA,Yellow,light,actively managed,National Marine Sanctuary,"mpa, primary conservation",135.44899513867188,,None,None,645,85,68819706.0,,1986-01-01,2012-10-15,yes,yes,published,"Pike et al. (2024), Sullivan-Stack et al. (2022)",designated_implemented
Inner Galway Bay SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,132.6532660703125,,555539888,555539888,6477,3911,,,,,yes,no,published,,designated_implemented
Dundalk Bay SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),"mpa, primary conservation",132.386262078125,,555539883,555539883,6228,3754,,2002-01-01,2012-08-03,2012-08-03,yes,no,published,,designated_implemented
Cayos Los Indios,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",129.7773384140625,,555621485,555621485,4028,3314,68812828.0,,,,unknown,unknown,published,,proposed
Marsa Ibrahim,ERI,ERI,Yellow,unknown,proposed/committed,Protected seascape,"mpa, primary conservation",129.61950433203123,,555721465,555721465,4090,3343,68820259.0,,,,unknown,unknown,published,,proposed
Delta Evrou,GRC,GRC,Yellow,minimal,actively managed,Ethniko ygrotopiko parko,"mpa, primary conservation",128.96950663671876,,15178,15178,3268,170,1226.0,,2007-03-16,2007-03-16,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Amathole,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",126.7556600546875,,,,5650,503,68821592.0,,1984-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Banc-des-Américains Zone 1,CAN,CAN,Yellow,unknown,designated,Marine Protected Area,"mpa, multiple-objective",126.5384444140625,,,,2296,161,68813329.0,2011-01-01,2019-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
River Barrow and River Nore SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,124.4077208203125,,555527966,555527966,6803,3965,,,,,yes,no,published,,designated_implemented
Blackwater Bank SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,124.0142268359375,,555592923,555592923,6376,3827,,,,,yes,no,published,,designated_implemented
Castlemaine Harbour SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,123.96455691015623,,555539886,555539886,5856,3497,13761.0,,,,yes,no,published,,designated_implemented
Thai Thuy,VNM,VNM,Yellow,unknown,proposed/committed,Special Use Forest,"mpa, primary conservation",123.53480153125,,303019,303019,4238,2983,3764.0,,,,unknown,unknown,published,,proposed
St. Croix East End - Open Zone,VIR,USA,Yellow,light,actively managed,Marine Park,"mpa, primary conservation",121.786204703125,,,,775,104,68819714.0,,2003-01-01,,yes,yes,published,,designated_implemented
Aliwal Shoal,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",120.5149539296875,,,,5524,473,68821466.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Clew Bay Complex SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,120.2155739609375,,555789205,555789205,6401,3847,,,,,yes,no,published,,designated_implemented
Great Barrier Reef Coast,AUS,AUS,Yellow,light,actively managed,Marine Park,"mpa, primary conservation",117.6992798125,,None,None,2356,67,68819751.0,,,2004-11-05,yes,yes,published,Pike et al. (2024),designated_implemented
"Tralee Bay and Magharees Peninsula, West to Cloghane SAC",IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,116.6909035,,555789214,555789214,6576,4004,,,,,yes,no,published,,designated_implemented
"Ethniko Parko Gallikou, Axiou, Loudia, Aliakmona, Alykis Kitrous, Limnothalassas Kalochoriou",GRC,GRC,Yellow,unknown,designated,"Perioches Prostasias tis Fysis PD1-4, B1-7, PA","mpa, primary conservation",114.1333074375,,392895,392895,3263,172,12000.0,1980-01-01,1998-01-01,2009-05-14,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Sixteen Mile Beach,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",106.95545540234374,,,,5640,497,68821582.0,,1985-01-01,2000-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Bird Island (Ile aux Vaches) (Marine) National Park,SYC,SYC,Yellow,unknown,designated,Marine National Park,"mpa, primary conservation",106.0975899765625,,555703724,555703724,2472,2775,68819068.0,,,,yes,no,published,,designated_implemented
Donegal Bay SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,104.595650140625,,555539989,555539989,6423,3866,,,,,yes,no,published,,designated_implemented
Tremembé de Almofala,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",104.01421110546876,,352400,352400,4247,3284,68811197.0,,,,unknown,unknown,published,,proposed
Tremembé de Sao José e Buriti,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",103.99557318359376,,555542634,555542634,4103,3287,68812025.0,,,,unknown,unknown,published,,proposed
Coroa Vermelha,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",100.0500435859375,,555542563,555542563,4099,2931,68812019.0,,,,unknown,unknown,published,,proposed
North Bugio,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",99.1738951015625,,,,6013,3588,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Ethniko Parko Ygrotopon Amvrakikou,GRC,GRC,Yellow,minimal,actively managed,"Zone B, Γ",unknown,96.51768878125,,349979,349979,3148,174,11609.0,,2008-03-21,2008-03-21,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Maisí - Caleta,CUB,CUB,Yellow,unknown,proposed/committed,Elemento Natural Destacado,"mpa, primary conservation",96.15070755078123,,302594,302594,4218,2939,3691.0,,,,unknown,unknown,published,,proposed
Parati-Mirim,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",95.89575287109376,,15980,15980,4190,2921,68810792.0,,,,unknown,unknown,published,,proposed
Ilha do Cardoso,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",94.53915177734376,,555542650,555542650,4105,3288,68812030.0,,,,unknown,unknown,published,,proposed
Cerco Grande,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",94.3486631640625,,555542582,555542582,4100,3285,68812020.0,,,,unknown,unknown,published,,proposed
Slieve Tooey/Tormore Island/Loughros Beg Bay SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,94.3448281171875,,555527679,555527679,6862,4169,,,,,yes,no,published,,designated_implemented
Browns Bank Corals,ZAF,ZAF,Yellow,light,implemented,Zone,"mpa, multiple-objective",93.59198416796876,,,,5570,479,68821512.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Lough Swilly SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,93.013557140625,,555528010,555528010,6507,3940,,,,,yes,no,published,,designated_implemented
São Tomé and Príncipe,STP,STP,Yellow,unknown,proposed/committed,Marine Protected Areas,unknown,93.0,,,,6756,4129,,2025-01-01,,,no,no,published,,proposed
Benguela Muds,ZAF,ZAF,Yellow,light,implemented,Controlled Large Pelagic Zone,"mpa, multiple-objective",92.48720144921874,,,,5511,468,68821453.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Southern Seascape,GRD,GRD,Yellow,unknown,proposed/committed,Local Area Planning,"mpa, primary conservation",91.9173223671875,,14189,14189,4179,3367,67706291.0,,,,unknown,unknown,published,,proposed
Ethnikou Thalassiou Parkou Zakynthou,GRC,GRC,Yellow,minimal,actively managed,Ia/Ib N.M.P.Z. Maritime Area,"mpa, primary conservation",91.4067965,,328995,328995,3090,206,4861.0,,1999-12-22,,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Boca de Cananova,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",91.25223696484376,,302859,302859,4224,2954,3723.0,,,,unknown,unknown,published,,proposed
San Pablo Bay,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,unknown,90.8325784375,,,,2451,2326,8739.0,,1974-01-01,,yes,yes,published,,designated_implemented
Morro do Osso,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",90.39790622265625,,555542598,555542598,4101,2937,68812021.0,,,,unknown,unknown,published,,proposed
Morro do Coco,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",90.2631565390625,,555542615,555542615,4102,3286,68812023.0,,,,unknown,unknown,published,,proposed
Passo Grande,BRA,BRA,Yellow,unknown,proposed/committed,Terra Indígena,"mpa, primary conservation",90.14988083203124,,555542637,555542637,4104,2970,68812026.0,,,,unknown,unknown,published,,proposed
Broadhaven Bay SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,89.6327015078125,,555789192,555789192,6383,3834,,,,,yes,no,published,,designated_implemented
Carnsore Point SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,87.366060578125,,555528004,555528004,6393,3841,,,,,yes,no,published,,designated_implemented
Castlemaine Harbour SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,86.8267703984375,,555787968,555787968,5862,3504,12896.0,,,,yes,no,published,,designated_implemented
Aliwal Shoal,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",86.5410103125,,,,5526,473,68821468.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Lough Swilly SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,85.6246414453125,,555539926,555539926,6508,3941,,,,,yes,no,published,,designated_implemented
Nghia Hung,VNM,VNM,Yellow,unknown,proposed/committed,Nature Reserve,"mpa, primary conservation",85.22022387890625,,303070,303070,4240,3364,3777.0,,,,unknown,unknown,published,,proposed
Delta del Agabama,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",84.54521010546875,,302904,302904,4231,3007,3737.0,,,,unknown,unknown,published,,proposed
Florida Keys,USA,USA,Yellow,light,actively managed,Anchoring Restriction Area,"mpa, primary conservation",83.41692755078125,,None,None,3530,102,68819574.0,,1998-01-01,,yes,yes,published,,designated_implemented
Pitons(Qualibou and Canaries),LCA,LCA,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",78.680404609375,,555593014,555593014,4154,3313,68812706.0,,,,unknown,unknown,published,,proposed
Black Head-Poulsallagh Complex SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,78.0215296484375,,555789176,555789176,6374,3825,,,,,yes,no,published,,designated_implemented
Cap des 3 Fourches,MAR,MAR,Yellow,unknown,proposed/committed,Réserve Naturelle,"mpa, primary conservation",77.9923720390625,,902704,902704,4095,3188,7394.0,,,,unknown,unknown,published,,proposed
Browns Bank Corals,ZAF,ZAF,Yellow,light,implemented,Zone,"mpa, multiple-objective",77.14864766015624,,,,5572,479,68821514.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Laguna de Bacalar,HND,HND,Yellow,unknown,proposed/committed,Refugio de Vida Silvestre,"mpa, primary conservation",72.70314316015624,,555582980,555582980,4133,3290,68812477.0,,,,unknown,unknown,published,,proposed
Lower River Suir SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,70.7916957109375,,555527958,555527958,6859,4166,,,,,yes,no,published,,designated_implemented
