Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
uThukela,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone North,"mpa, multiple-objective",1738.8794789804688,,,,5574,480,68821516.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
San Juan County/Cypress Island,USA,USA,Yellow,minimal,actively managed,Marine Biological Preserve,unknown,1658.295286847656,,,,2383,3471,9016.0,2007-01-01,2007-01-01,2007-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Southeast Atlantic Seamounts,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",1657.1611871757812,,,,5541,477,68821483.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Alaska Maritime- Afognak Buffer Zone,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,unknown,1567.4196125898438,,None,None,728,101,68819709.0,1980-01-01,1980-01-01,1988-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Agulhas Bank Complex,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",1540.9969010898435,,,,5499,465,68821441.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Jaizkibel-Capbretón Marine Area,ESP,ESP,Yellow,unknown,designated,Site of Community Importance,"mpa, primary conservation",1526.3559892109374,,,,4475,3146,,,2023-12-30,,yes,no,published,,designated_implemented
Ethniko Parko Ygrotopon Amvrakikou,GRC,GRC,Yellow,minimal,actively managed,"Zone B, Γ",unknown,1521.2737332617187,,349977,349977,3267,174,11608.0,,2008-03-21,2008-03-21,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Albert of Monaco,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",1504.84954878125,,,,6014,3587,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
South-east Rockall Bank SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,1487.363244453125,,555592928,555592928,3199,2314,68812668.0,2011-12-01,2017-09-01,,yes,no,published,,designated_implemented
Pinellas County Aquatic Preserve,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,unknown,1425.34772103125,,,,753,3458,7974.0,1972-01-01,1972-01-01,1972-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Laguna de Karataska,HND,HND,Yellow,unknown,proposed/committed,Reserva Biológica,"mpa, primary conservation",1332.610748203125,,30625,30625,4193,3352,1766.0,,,,unknown,unknown,published,,proposed
Amirantes South (Marine) National Park,SYC,SYC,Yellow,unknown,designated,Marine National Park,"mpa, primary conservation",1329.5438826367188,,555703723,555703723,2471,2780,68819067.0,,,,yes,no,published,,designated_implemented
Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,GRC,GRC,Yellow,minimal,implemented,Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon - Zoni A9: Periochi Eidikon Rythmiseon,unknown,1304.7723521015623,,349997,349997,3081,203,11613.0,1986-01-01,1992-01-01,2003-06-01,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Teluk Lelintah,IDN,IDN,Yellow,unknown,proposed/committed,Wildlife Sanctuary,"mpa, primary conservation",1219.7094635273438,,11883,11883,4161,3350,916.0,,,,unknown,unknown,published,,proposed
Childs Bank,ZAF,ZAF,Yellow,light,implemented,Controlled Large Pelagic Zone,"mpa, multiple-objective",1210.6979435195312,,,,5515,472,68821457.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cocos (Keeling) Island,AUS,AUS,Yellow,light,implemented,Marine Park,unknown,1208.178117675781,,None,None,3881,134,68821355.0,2021-08-01,2022-03-01,2022-04-01,yes,yes,published,,designated_implemented
Jazirat al-Huwaysat / Dawhat Duwayhin,SAU,SAU,Yellow,unknown,proposed/committed,محمية ذات طبيعة خاصة,"mpa, primary conservation",1202.595804265625,,555624831,555624831,4070,3317,68813088.0,,,,unknown,unknown,published,,proposed
Sahamalaza Iles Radama,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",1121.202014796875,,352254,352254,4246,3283,68811196.0,,,,unknown,unknown,published,,proposed
Manyange na Elombo-Campo,CMR,CMR,Yellow,unknown,proposed/committed,Parc National,"mpa, primary conservation",1107.0857231367188,,555548873,555548873,4125,768,14657.0,,,,unknown,unknown,published,,proposed
Hovland Mound Province SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,1086.54175975,,555528031,555528031,6450,3889,,,,,yes,no,published,,designated_implemented
Tarium Niryutait Marine Protected Area,CAN,CAN,Yellow,light,actively managed,Marine Protected Area,"mpa, primary conservation",1042.4813001367188,,555704310,555704310,2327,113,68819730.0,1998-01-01,2010-01-01,2013-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Alaska Maritime- Semidi Buffer Zone,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,"mpa, primary conservation",1007.9863775859376,,None,None,758,101,68819712.0,1980-01-01,1980-01-01,1988-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Glacier Bay,USA,USA,Yellow,minimal,actively managed,National Park and Preserve,unknown,1003.3061249335938,,,,765,109,68819720.0,1980-01-01,1980-01-01,1980-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Amathole Offshore,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",999.3898258554688,,,,5535,475,68821477.0,2016-02-01,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Channel Islands National Park,USA,USA,Yellow,light,actively managed,National Park,unknown,994.2523503554688,,None,None,2849,3468,8704.0,,,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Mar de Juan Fernández [Interior Zone of Sustainable Recreational Productive Uses],CHL,CHL,Yellow,light,implemented,Coastal Marine Protected Area of Multiple Uses,"mpa, multiple-objective",980.1805409375,,555626055,555626055,6820,2556,68808392.0,,2016-04-14,2025-01-09,yes,yes,published,,designated_implemented
Apalachicola,USA,USA,Yellow,light,actively managed,National Estuarine Research Reserve,unknown,952.0122953632812,,,,2455,3336,8450.0,,1979-01-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Glacier Bay,USA,USA,Yellow,light,actively managed,National Park and Preserve,unknown,906.074203015625,,,,786,109,68819719.0,1980-01-01,1980-01-01,1980-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Table Mountain National Park,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",906.0591000390624,,,,5587,481,68821529.0,,1984-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Banc-des-Américains (Zone 2a and 2b),CAN,CAN,Yellow,unknown,designated,Marine Protected Area,unknown,873.5481352734375,,None,None,2297,161,68813330.0,2011-01-01,2019-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
Banc-des-Américains (Zone 2a and 2b),CAN,CAN,Yellow,unknown,designated,Marine Protected Area,"mpa, multiple-objective",873.5481352734375,,None,None,2298,161,68813330.0,2011-01-01,2019-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
uThukela,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone South,"mpa, multiple-objective",862.3893363632812,,,,5573,480,68821515.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Key West,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,"mpa, primary conservation",852.5323198007812,,,,2219,3262,8821.0,,1908-01-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Great White Heron,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,"mpa, primary conservation",840.34365090625,,,,2384,3342,8810.0,1938-01-01,1938-01-01,2009-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
North-East Pemba,TZA,TZA,Yellow,unknown,proposed/committed,Conservation Area,"mpa, primary conservation",837.0,,,,6743,4116,,2025-06-10,,,no,no,published,,proposed
Freycinet,AUS,AUS,Yellow,light,actively managed,Marine Park,"mpa, multiple-objective",825.3518485859375,,354083_C,354083_C,2342,23,68808775.0,,2007-06-28,2013-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Golfo de Batabanó,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",823.6798316484375,,555621510,555621510,4032,3247,68812836.0,,,,unknown,unknown,published,,proposed
Banco de Buena Esperanza - Managuano,CUB,CUB,Yellow,unknown,proposed/committed,Elemento Natural Destacado,"mpa, primary conservation",819.5207803164062,,302854,302854,4223,2948,3721.0,,,,unknown,unknown,published,,proposed
Porcupine Bank Canyon SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,781.265345765625,,555592927,555592927,6526,3959,,,,,yes,no,published,,designated_implemented
Diogo de Teive,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",761.468591921875,,,,6022,3579,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Haleb,ERI,ERI,Yellow,unknown,proposed/committed,Protected seascape,"mpa, primary conservation",722.4838192070313,,555721461,555721461,4086,3479,68820255.0,,,,unknown,unknown,published,,proposed
Bombetoka Belemboka,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",719.8792927929687,,555697914,555697914,4079,2753,68818990.0,,,,unknown,unknown,published,,proposed
St Anns Bank Zone 2,CAN,CAN,Yellow,light,implemented,Marine Protected Area,unknown,719.2142337929688,,,,2291,94,68813324.0,2011-01-01,2017-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
North-west Porcupine Bank SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,716.410902875,,555528033,555528033,6523,3956,,,,,yes,no,published,,designated_implemented
Cayo Largo,CUB,CUB,Yellow,unknown,proposed/committed,Reserva Ecológica,"mpa, primary conservation",712.1697553007813,,13632,13632,4175,3404,1144.0,,,,unknown,unknown,published,,proposed
Biscayne,USA,USA,Yellow,minimal,actively managed,National Park,"mpa, primary conservation",703.4895785742187,,,,690,3179,8733.0,,1968-01-01,1968-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Tasman Fracture - Marine National Park Zone,AUS,AUS,Yellow,light,actively managed,Marine Park,unknown,692.1218179609375,,354090_A,354090_A,431,21,68808373.0,,2007-06-28,2013-07-01,yes,yes,published,Pike et al. (2024),designated_implemented
Lower River Shannon SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,686.4622409296875,,555527968,555527968,6510,3942,,,,,yes,no,published,,designated_implemented
Selat Muna,IDN,IDN,Yellow,unknown,proposed/committed,Game Reserve,"mpa, primary conservation",674.6005103632813,,8887,8887,4157,2913,703.0,,,,unknown,unknown,published,,proposed
West Connacht Coast SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,659.391875734375,,555592924,555592924,6584,4011,,,,,yes,no,published,,designated_implemented
Bancos de La Plata y La Navidad,DOM,DOM,Yellow,unknown,designated,Marine Mammal Sanctuary,"mpa, multiple-objective",611.0977090742188,,None,None,2377,193,68821427.0,,1986-10-14,,yes,no,published,,designated_implemented
Ra’s Kishran / Jazirat Sharifah,SAU,SAU,Yellow,unknown,proposed/committed,محمية,"mpa, primary conservation",586.3532351835937,,12027,12027,4167,3116,6104.0,,,,unknown,unknown,published,,proposed
Este del Archipiélago de los Colorados,CUB,CUB,Yellow,unknown,proposed/committed,Área Protegida de Recursos Manejados,"mpa, primary conservation",584.8926617421876,,555705334,555705334,4085,3399,68819191.0,,,,unknown,unknown,published,,proposed
Amathole Offshore,ZAF,ZAF,Yellow,light,actively managed,Controlled Pelagic Linefish Zone,"mpa, multiple-objective",560.7344022890625,,,,5534,475,68821476.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Merritt Island,USA,USA,Yellow,minimal,actively managed,National Wildlife Refuge,unknown,560.0611676796875,,,,2420,3470,8825.0,1963-08-28,1963-08-28,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
National Key Deer Refuge,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,"mpa, primary conservation",558.7590580703124,,,,2416,3211,8828.0,,1957-01-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Gulf Islands,USA,USA,Yellow,light,actively managed,National Seashore,unknown,527.7599290664062,,,,742,3469,8713.0,1971-01-08,1971-01-08,1971-01-08,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Formigas Islets,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",523.82207734375,,18943,18943,6021,3580,1421.0,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Dolphin Head,GBR,GBR,Yellow,unknown,designated,Marine Conservation Zone,"mpa, primary conservation",510.1835421132813,,,,4295,632,,,2023-06-14,2023-07-05,yes,yes,published,,designated_implemented
Namaqua Fossil Forest,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",494.2288247382813,,,,5513,470,68821455.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
North East Of Farnes Deep,GBR,GBR,Yellow,unknown,designated,Marine Conservation Zone,"mpa, primary conservation",491.81170081640624,,555559205,555559205,3382,783,15068.0,,2023-07-05,,yes,yes,published,Kennedy (2022),designated_implemented
Jacques Cousteau,USA,USA,Yellow,minimal,actively managed,National Estuarine Research Reserve,unknown,479.86817918945314,,,,655,3463,8452.0,,1997-01-01,1997-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
South-East Pemba,TZA,TZA,Yellow,unknown,proposed/committed,Conservation Area,"mpa, primary conservation",468.0,,,,6742,4117,,2025-06-10,,,no,no,published,,proposed
Redwood,USA,USA,Yellow,light,implemented,National Park,unknown,467.9786780273437,,,,2514,2591,8724.0,,1968-01-01,,yes,yes,published,,designated_implemented
Tarium Niryutait Marine Protected Area,CAN,CAN,Yellow,light,actively managed,Marine Protected Area,"mpa, primary conservation",464.5687172382813,,555704310,555704310,2326,113,68819104.0,1998-01-01,2010-01-01,2013-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Addo Elephant National Park,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",462.310399734375,,,,5503,466,68821445.0,2016-02-01,2019-05-01,2019-05-01,yes,yes,published,Field et al. (2025),designated_implemented
"Iles des Sept Freres ainsi que Ras Syan, Khor Angar et la foret de Godoria",DJI,DJI,Yellow,unknown,proposed/committed,Paysage Protégé,"mpa, primary conservation",459.60082069921873,,555577572,555577572,4132,2945,15628.0,,,,unknown,unknown,published,,proposed
Humedal Sur de los Palacios,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",450.83358217578126,,555621512,555621512,4033,3066,68812837.0,,,,unknown,unknown,published,,proposed
Bancos de La Plata y La Navidad,DOM,DOM,Yellow,unknown,designated,Marine Mammal Sanctuary,"mpa, multiple-objective",438.3163078945312,,None,None,3005,193,68821428.0,,1986-10-14,,yes,no,published,,designated_implemented
Kenmare River SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,432.6155580390625,,555527963,555527963,6483,3917,,,,,yes,no,published,,designated_implemented
uThukela,ZAF,ZAF,Yellow,light,actively managed,Controlled Commercial Zone,"mpa, multiple-objective",428.76274821875,,,,5579,480,68821521.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Ranobe Bay,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",424.2950568984375,,555697913,555697913,4078,2767,68818989.0,,,,unknown,unknown,published,,proposed
Apalachicola Bay,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,unknown,417.3091692871094,,,,647,3241,7975.0,,1979-01-01,1979-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone B,"mpa, multiple-objective",413.8198215585937,,,,5591,482,68821533.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Farquhar Atoll (Marine) Area of Outstanding Natural Beauty,SYC,SYC,Yellow,unknown,designated,Area of Outstanding Natural Beauty,unknown,411.4318416015625,,555703719,555703719,2477,2798,68819063.0,,2020-03-01,,yes,no,published,,designated_implemented
Belgica Mound Province SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,410.9083987109375,,555528030,555528030,6371,3822,,,,,yes,no,published,,designated_implemented
Cayería de las Cayamas - Los Guzmanes,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",401.1278667382812,,302870,302870,4227,3360,3728.0,,,,unknown,unknown,published,,proposed
Voador,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",394.1282909609375,,,,6010,3591,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Robben Island,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",385.05799996484376,,,,5527,474,68821469.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Rookery Bay,USA,USA,Yellow,light,actively managed,National Estuarine Research Reserve,unknown,380.3153281992188,,,,2425,3250,8460.0,,1978-09-01,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Princess Alice Seamount,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",369.632277015625,,555514088,555514088,6025,3576,68811316.0,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
D'Arros to Poivre Atolls (Marine) National Park,SYC,SYC,Yellow,unknown,designated,Marine National Park,"mpa, primary conservation",368.2760446132813,,555703726,555703726,2474,2784,68819070.0,,,,yes,no,published,,designated_implemented
Óscar,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",362.3297739375,,,,6011,3590,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Ethniko Parko limnothalasson Mesolongiou,GRC,GRC,Yellow,light,actively managed,Zones prostasias tis fysis kai perifereiakes perioches,"mpa, primary conservation",357.4608945429688,,328993,328993,3220,173,11322.0,,2006-05-31,2006-05-31,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Khalij Tarut,SAU,SAU,Yellow,unknown,proposed/committed,منتزه بيئي,"mpa, primary conservation",344.8805045429688,,11993,11993,4163,3129,6073.0,,,,unknown,unknown,published,,proposed
Punta del Este,CUB,CUB,Yellow,unknown,proposed/committed,Reserva Ecológica,"mpa, primary conservation",340.4353863671875,,36097,36097,4199,3408,1875.0,,,,unknown,unknown,published,,proposed
Gasparilla Sound - Charlotte Harbor Aquatic Preserve,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,unknown,340.0685772617188,,,,754,3457,7952.0,,1970-01-01,1979-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
St Anns Bank Zone 3,CAN,CAN,Yellow,light,implemented,Marine Protected Area,unknown,334.69566101953126,,,,2292,94,68813325.0,2011-01-01,2017-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
St Anns Bank Zone 4,CAN,CAN,Yellow,light,implemented,Marine Protected Area,unknown,334.69566101953126,,,,2293,94,68813325.0,2011-01-01,2017-01-01,,yes,yes,published,CPAWS (2021),designated_implemented
Desroches Atoll (Marine) Area of Outstanding Natural Beauty,SYC,SYC,Yellow,unknown,designated,Area of Outstanding Natural Beauty,unknown,331.7535710703125,,555703728,555703728,2481,3395,68819072.0,,2020-03-01,,yes,no,published,,designated_implemented
South-west Porcupine Bank SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,329.2758982890625,,555528032,555528032,6559,3988,,,,,yes,no,published,,designated_implemented
River Shannon and River Fergus Estuaries SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,322.4737216484375,,555539928,555539928,6535,3967,,,,,yes,no,published,,designated_implemented
Cold Upwelling,LCA,LCA,Yellow,unknown,proposed/committed,Marine Managed Area,"mpa, primary conservation",310.3462032734375,,555593011,555593011,4153,3312,68812705.0,,,,unknown,unknown,published,,proposed
Lucky Strike Hydrothermal Vent Field,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",300.727809203125,,555545766,555545766,6029,3572,14304.0,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Redonda,ATG,ATG,Yellow,unknown,proposed/committed,Protected Area,"mpa, primary conservation",299.2351329492187,,555681933,555681933,4071,2744,68818816.0,,,,unknown,unknown,published,,proposed
El-Showela,EGY,EGY,Yellow,unknown,proposed/committed,Protected Area,"mpa, primary conservation",291.9867808007813,,555543029,555543029,4106,686,14042.0,,,,unknown,unknown,published,,proposed
Point Reyes National Seashore,USA,USA,Yellow,light,implemented,National Seashore,unknown,290.82743828515623,,,,2640,3029,8723.0,,,,yes,yes,published,,designated_implemented
Manglar Bahía de Jiquilisco,SLV,SLV,Yellow,unknown,proposed/committed,Área Natural,"mpa, primary conservation",289.3267210390625,,107426,107426,4212,3278,68810734.0,,,,unknown,unknown,published,,proposed
Biscayne Bay,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,"mpa, primary conservation",278.6539669863281,,,,688,3202,7989.0,,1974-01-01,1974-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Protea Banks,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",275.474138375,,,,5538,476,68821480.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Behau,TLS,TLS,Yellow,unknown,proposed/committed,Protected Area,"mpa, primary conservation",274.51939787109376,,555547929,555547929,4123,751,14549.0,,,,unknown,unknown,published,,proposed
Rockabill to Dalkey Island SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",272.851108234375,,555592926,555592926,6267,3771,,2011-09-01,2019-03-19,2019-03-19,yes,no,published,,designated_implemented
Port Elizabeth Corals,ZAF,ZAF,Yellow,light,implemented,Controlled Large Pelagic Zone,"mpa, multiple-objective",270.39670558984375,,,,5514,471,68821456.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Amathole Offshore,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",267.1110884492188,,,,5533,475,68821475.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
St. Joseph Bay,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,unknown,266.16308348046874,,,,782,3201,7981.0,,1969-10-21,1969-10-21,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Menez Gwen Hydrothermal Vent Field,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",264.5827054921875,,555545767,555545767,5988,3571,14305.0,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Punta Yegüas,PRI,USA,Yellow,unknown,designated,Nature Reserve,"mpa, multiple-objective",263.6720640742187,,,,2459,1697,8917.0,,2000-12-02,,yes,unknown,published,Sullivan-Stack et al. (2022),designated_implemented
Ethniko Parko limnothalasson Mesolongiou,GRC,GRC,Yellow,light,actively managed,Zones prostasias tis fysis kai perifereiakes perioches,"mpa, primary conservation",256.0770576054687,,328999,328999,3266,173,11323.0,,2006-05-31,2006-05-31,yes,yes,published,Giakoumi et al. (2023),designated_implemented
John Pennekamp Coral Reef State Park,USA,USA,Yellow,light,actively managed,State Park,unknown,255.09338998828125,,,,2419,3243,8050.0,1959-12-03,1960-12-10,,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Glacier Bay,USA,USA,Yellow,light,actively managed,National Park and Preserve,unknown,248.131692890625,,,,791,109,68819718.0,1980-01-01,1980-01-01,1980-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Condor Seamount,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",241.97360015625,,555514086,555514086,6026,3575,68811314.0,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Canaveral,USA,USA,Yellow,minimal,actively managed,National Seashore,unknown,236.5787088925781,,,,691,2602,8735.0,,1975-01-01,1975-01-01,yes,yes,published,,designated_implemented
Pine Island Sound Aquatic Preserve,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,unknown,228.5764259296875,,,,2424,3240,7973.0,1908-01-01,1970-01-01,1970-01-01,yes,yes,published,Sullivan-Stack et al. (2022),designated_implemented
Blasket Islands SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,227.06843921875,,555527971,555527971,6378,3829,,,,,yes,no,published,,designated_implemented
Ethniko Parko Anatolikis Makedonias kai Thrakis,GRC,GRC,Yellow,light,implemented,Periochi prostasias tis fysis,"mpa, primary conservation",223.17989756640625,,349972,349972,3149,200,11604.0,,1996-01-01,2008-01-01,yes,no,published,Giakoumi et al. (2023),designated_implemented
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone A,"mpa, multiple-objective",217.95176346875,,,,5592,482,68821534.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cachalote,PRT,PRT,Yellow,unknown,designated,Natural Marine Reserve,"mpa, primary conservation",216.3610479140625,,,,6023,3578,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Bahía de Malagueta,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",214.7413603203125,,302591,302591,4217,3355,3690.0,,,,unknown,unknown,published,,proposed
Kilkieran Bay and Islands SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,213.9855635,,555527943,555527943,6490,3922,,,,,yes,no,published,,designated_implemented
Alphonse Group (Marine) Area of Outstanding Natural Beauty,SYC,SYC,Yellow,unknown,designated,Area of Outstanding Natural Beauty,unknown,213.755275453125,,555703722,555703722,2479,3394,68819066.0,,2020-03-01,,yes,no,published,,designated_implemented
Cayo Levisa- Corona de San Carlos,CUB,CUB,Yellow,unknown,proposed/committed,Paisaje Protegido,"mpa, primary conservation",212.95870987890623,,302875,302875,4228,3412,3731.0,,,,unknown,unknown,published,,proposed
Ras El-Hekma,EGY,EGY,Yellow,unknown,proposed/committed,Protected Area,"mpa, primary conservation",209.4720603125,,555543030,555543030,4107,3315,14043.0,,,,unknown,unknown,published,,proposed
Southeast Pico,PRT,PRT,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",208.4142351171875,,,,6009,3592,,2021-12-01,2024-10-01,,yes,no,published,,designated_implemented
Cape Romano - Ten Thousand Islands Aquatic Preserve,USA,USA,Yellow,minimal,actively managed,Aquatic Preserve,"mpa, primary conservation",208.292031140625,,,,3469,3250,8013.0,1964-01-01,1978-01-01,,yes,yes,published,,designated_implemented
Don Edwards San Francisco Bay,USA,USA,Yellow,minimal,actively managed,National Wildlife Refuge,unknown,207.2810453203125,,,,2449,2274,8800.0,,1972-01-01,,yes,yes,published,,designated_implemented
Site Bioculturel d'Antrema,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",204.34241704296875,,555697872,555697872,4073,3393,68818984.0,,,,unknown,unknown,published,,proposed
